상권코드명,상권코드,기준년월코드,서비스업종코드.x,서비스업종코드명.x,평균영업개월수,X1년이하생존율,X1.2년생존율,X2.3년생존율,X3.5년생존율,X5년이상생존율,당월매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수.x,총상주인구수,남성상주인구수,여성상주인구수,연령대10상주인구수,연령대20상주인구수,연령대30상주인구수,연령대40상주인구수,연령대50상주인구수,연령대60이상상주인구수,서비스업종코드.y,서비스업종코드명.y,점포수.y,유사업종점포수,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,구
고산자로6길,81,201803,CS100009,커피음료,92,0,0,0,0,0,22094132.33,8586266.667,9829376,438899.6667,4605829,4869045.667,4271756.333,2963498.333,1266614.667,3,372,192,180,53,54,54,59,59,93,CS100009,커피음료,3,5,319,148,171,1,47,60,68,69,74,34333,17474,16858,2579,7374,7821,6184,5125,5250,성동구
고산자로8나길,82,201803,CS100009,커피음료,543,50,50,50,50,50,19011756.67,8587646.25,8464860.583,299075.25,6733602.333,4147859.5,2750811,2142624.333,978534.75,12,1939,1006,933,187,299,284,305,350,514,CS100009,커피음료,13,17,866,454,412,5,136,190,224,207,104,152458,81419,71039,15476,52192,26562,20484,19421,18323,성동구
고척로21나길,83,201803,CS100009,커피음료,81,50,0,0,0,0,5415292.5,1760682,3654610.5,23719.5,547895.25,2197107.5,2325276,243104,78190.25,4,3524,1774,1750,538,469,459,539,618,901,CS100009,커피음료,3,4,447,131,316,0,68,84,109,137,49,10120,4764,5357,1292,1564,1831,1654,1969,1810,구로구
고척로27길,84,201803,CS100009,커피음료,24,100,100,0,0,0,9507874,3713549,5794325,388598,2652535,2142655,2518052,1330806,475228,1,2603,1310,1293,367,365,389,427,460,595,CS100009,커피음료,2,2,90,39,51,0,11,14,29,28,8,74358,37563,36794,5967,13348,13287,14240,16539,10977,구로구
고척로33길,86,201803,CS100009,커피음료,32,100,0,0,0,0,5350777.667,752485.6667,4598292,1645.333333,1542473.667,2450506,1191308.667,111103.6667,53740.33333,3,2676,1306,1370,403,413,328,454,474,604,CS100009,커피음료,3,3,75,17,58,0,11,6,27,25,6,32341,16856,15485,2497,6237,5575,6023,7593,4416,구로구
고척로52길,89,201803,CS100009,커피음료,15,0,0,0,0,0,1307353,179412,944118,0,220588,256618,491912,154412,0,1,2559,1278,1281,460,358,361,444,420,516,CS100009,커피음료,1,1,67,41,26,0,2,11,18,20,16,36192,17774,18418,1882,7014,7249,6128,7017,6902,구로구
고척로52길,89,201803,CS100009,커피음료,15,0,0,0,0,0,1307353,179412,944118,0,220588,256618,491912,154412,0,1,2559,1278,1281,460,358,361,444,420,516,CS100009,커피음료,1,1,67,41,26,0,2,11,18,20,16,36192,17774,18418,1882,7014,7249,6128,7017,6902,구로구
고척로52길,89,201803,CS100009,커피음료,15,0,0,0,0,0,1307353,179412,944118,0,220588,256618,491912,154412,0,1,2559,1278,1281,460,358,361,444,420,516,CS100009,커피음료,1,1,67,41,26,0,2,11,18,20,16,36192,17774,18418,1882,7014,7249,6128,7017,6902,구로구
곰달래로31가길,91,201803,CS100009,커피음료,23,0,0,0,0,0,3663043,775789,2887254,0,102462,1851648,1489370,219563,0,1,4004,1988,2016,665,496,729,734,584,796,CS100009,커피음료,2,2,231,59,172,0,25,61,68,63,14,35703,16165,19537,2549,6590,8355,6549,5755,5904,강서구
곰달래로31길,92,201803,CS100009,커피음료,257,66.67,66.67,0,0,0,8600111.4,2868892.4,4822051.7,78328.4,1469681.2,2378349.7,2157077.2,1063417.8,544090.2,10,8952,4257,4695,1568,1077,1763,1566,1235,1743,CS100009,커피음료,8,10,347,184,163,0,39,70,85,81,72,183190,85045,98145,12300,45217,42706,30428,25923,26617,강서구
곰달래로31길,92,201803,CS100009,커피음료,257,66.67,66.67,0,0,0,8600111.4,2868892.4,4822051.7,78328.4,1469681.2,2378349.7,2157077.2,1063417.8,544090.2,10,8952,4257,4695,1568,1077,1763,1566,1235,1743,CS100009,커피음료,8,10,347,184,163,0,39,70,85,81,72,183190,85045,98145,12300,45217,42706,30428,25923,26617,강서구
곰달래로35길,93,201803,CS100009,커피음료,23,0,0,0,0,0,3663043,775789,2887254,0,102462,1851648,1489370,219563,0,1,4929,2393,2536,859,691,992,866,692,829,CS100009,커피음료,1,1,31,5,26,0,10,7,6,6,2,36593,15996,20597,1360,7662,11000,6986,4565,5020,강서구
곰달래로35길,93,201803,CS100009,커피음료,23,0,0,0,0,0,3663043,775789,2887254,0,102462,1851648,1489370,219563,0,1,4929,2393,2536,859,691,992,866,692,829,CS100009,커피음료,1,1,31,5,26,0,10,7,6,6,2,36593,15996,20597,1360,7662,11000,6986,4565,5020,강서구
곰달래로60길,94,201803,CS100009,커피음료,101,0,0,0,0,0,14291661.75,6729782.75,7561879,884184,5330032.25,4171607.5,2259680.5,1237890.75,408266.75,4,728,356,372,59,124,146,109,117,173,CS100009,커피음료,3,7,176,118,58,1,21,31,41,35,47,29533,15279,14254,1995,6478,6140,5523,5331,4067,강서구
공릉로12가길,95,201803,CS100009,커피음료,14,0,0,0,0,0,7078137,3559050.5,2771348.5,6909,1607658,1234784,2528935,505651,446462.5,2,969,485,484,168,142,129,168,157,205,CS100009,커피음료,1,1,66,43,23,0,8,21,14,20,3,16738,8621,8117,1172,3792,2907,3934,2964,1968,중랑구
공릉로12길,96,201803,CS100009,커피음료,29,0,0,0,0,0,2408314.5,1291129.5,932821.5,11147.5,459182,508456,680479.5,459280.5,105406,2,520,252,268,79,73,81,78,88,121,CS100009,커피음료,2,2,47,31,16,1,8,14,7,13,4,35561,18328,17233,1117,5953,6585,7164,8320,6422,중랑구
공릉로2길,97,201803,CS100009,커피음료,49,0,0,0,0,0,10121273.5,4876110.5,5245163,89028,2031902.5,2436699,2561117.5,1507542,1494984.5,2,3192,1553,1639,385,448,520,481,510,848,CS100009,커피음료,1,3,152,73,79,0,13,38,44,33,24,38628,18669,19959,3556,6889,8233,6472,6820,6658,중랑구
공릉로34길,99,201803,CS100009,커피음료,76,100,100,100,50,50,5238559.833,1977134.833,2909827.667,171672.3333,1539618.5,940283.6667,1279558.667,747148.6667,208681,6,1868,941,927,349,289,306,330,279,315,CS100009,커피음료,4,6,480,276,204,1,69,110,103,102,95,61908,32802,29106,6557,22432,9550,8757,8616,5996,노원구
공릉로58가길,101,201803,CS100009,커피음료,63,100,100,100,100,0,4206549.5,1964409,1986917.5,18595,866909,1019248,1520372,435322.5,90880,2,345,143,202,70,78,23,56,68,50,CS100009,커피음료,2,2,59,39,20,0,2,11,17,20,9,19856,10641,9214,2452,4513,3082,3653,3625,2530,노원구
공릉로59나길,102,201803,CS100009,커피음료,42,0,0,0,0,0,16009684,7688782,8320902,359160,4017819,3803165.5,4682914.5,2563080,583545,2,935,455,480,212,133,112,179,153,146,CS100009,커피음료,3,3,124,53,71,0,19,22,41,29,13,54180,28640,25540,10513,16158,6337,7242,7854,6076,노원구
공릉로65길,103,201803,CS100009,커피음료,25,0,0,0,0,0,17926667,9022873,8903794,392030,6417846,3375941,2999376,4170054,571420,1,48,27,21,12,9,4,15,3,5,CS100009,커피음료,2,2,35,5,30,0,13,7,11,3,1,61413,32588,28825,12264,18845,6793,7904,8742,6865,노원구
공항대로41길,104,201803,CS100009,커피음료,167,50,50,0,0,0,6584264.727,2539855.727,3389070.455,165927.4545,1180979.818,1747478.818,1561861.545,942692.8182,329986.5455,11,269,162,107,27,44,45,39,45,69,CS100009,커피음료,11,14,870,410,460,2,132,191,206,194,145,49182,24174,25008,4378,9112,9641,8897,9318,7837,강서구
공항대로42길,105,201803,CS100009,커피음료,169,100,100,100,100,100,7478485,3010471,3277173.75,54139,760927.25,1696060.25,1769626.75,1363780,643111.75,4,898,436,462,139,127,145,143,157,187,CS100009,커피음료,3,4,111,66,45,0,27,24,24,17,19,10773,5677,5097,837,1516,2349,2667,1984,1420,강서구
공항대로45길,106,201803,CS100009,커피음료,230,100,0,0,0,0,9854641.556,4349121.333,4358880.889,149756.7778,2586201.111,2871553.222,1445370.222,1234588.556,420532.5556,9,3582,1643,1939,343,920,1108,488,395,328,CS100009,커피음료,6,10,5349,1480,3869,12,296,767,2005,2084,185,57778,30857,26921,1637,15061,14370,10705,9136,6870,강서구
공항대로55길,107,201803,CS100009,커피음료,5,0,0,0,0,0,4587436.667,1808165,2399305.667,0,443792,1126557.333,1733607,636784.6667,266730,3,1550,729,821,220,392,404,216,165,153,CS100009,커피음료,3,3,313,193,120,2,71,119,69,36,16,17864,8688,9176,1036,4982,4713,2855,2681,1599,강서구
공항대로61길,108,201803,CS100009,커피음료,81,50,50,50,0,0,14650934.86,5782446.429,6513471.714,177778,3780081,3974828.286,2740896.571,1229180.571,393154.2857,7,1290,644,646,166,208,264,192,229,231,CS100009,커피음료,6,9,1079,663,416,9,210,343,281,158,78,68380,34952,33428,2504,16400,17165,12521,11592,8198,강서구
공항대로61길,108,201803,CS100009,커피음료,81,50,50,50,0,0,14650934.86,5782446.429,6513471.714,177778,3780081,3974828.286,2740896.571,1229180.571,393154.2857,7,1290,644,646,166,208,264,192,229,231,CS100009,커피음료,6,9,1079,663,416,9,210,343,281,158,78,68380,34952,33428,2504,16400,17165,12521,11592,8198,강서구
공항대로7길,109,201803,CS100009,커피음료,70,0,0,0,0,0,3698907.667,1467246.667,1965214,46319,861295.6667,830444,1118892.333,443391.6667,132118.3333,3,1194,608,586,155,197,166,181,221,274,CS100009,커피음료,4,4,310,238,72,0,21,32,58,97,102,41985,22986,18999,4343,8745,7800,7264,7838,5995,강서구
관악로11길,110,201803,CS100009,커피음료,27,0,0,0,0,0,5869317,2760385,2803946,161638,2139406,2120221,558737,414351,169980,1,2540,1276,1264,249,807,507,320,261,396,CS100009,커피음료,3,3,39,17,22,0,6,7,15,4,7,70455,35245,35210,3993,32184,11722,7809,8420,6328,관악구
관악로14길,111,201803,CS100009,커피음료,146,0,0,0,0,0,11155025.22,3818083,6617310.778,354951.2222,6421695.889,2096671.444,760902.1111,666547.5556,134625.5556,9,1515,765,750,115,496,352,176,149,227,CS100009,커피음료,10,12,155,92,63,0,10,34,40,39,32,86112,44340,41772,6823,41483,15389,8923,7517,5976,관악구
관악로24길,112,201803,CS100009,커피음료,76,100,100,0,0,0,4592713.25,1508801,2783398.75,47086.5,1027747,1141238.25,1145861.25,662038.5,268228.75,4,254,125,129,31,47,54,36,31,55,CS100009,커피음료,4,5,74,22,52,0,7,19,25,12,11,33661,15770,17891,2084,7202,6457,5483,6101,6333,관악구
관악로28길,113,201803,CS100009,커피음료,115,100,100,0,0,0,3760943.4,1236911,2275212.6,37669.2,838191.2,927990.6,939870.8,537488,230914.2,5,797,415,382,142,129,135,128,110,153,CS100009,커피음료,4,6,36,13,23,0,6,13,9,3,5,50028,23817,26211,3502,10493,10052,8308,8777,8896,관악구
관천로11길,115,201803,CS100009,커피음료,68,100,100,100,100,100,5517783.5,2183416.25,2844226,104958.25,1519675,1585329,970358.75,674047.5,173274.25,4,5748,2967,2781,615,1115,1010,914,945,1149,CS100009,커피음료,5,6,460,217,243,0,59,83,128,140,50,82873,43238,39635,1887,29863,18260,10727,13125,9011,관악구
광나루로11길,116,201803,CS100009,커피음료,33,0,0,0,0,0,4250169,1788867,2046274.5,0,1269345,1134065,914016,376321.5,141394.5,2,2152,1167,985,269,344,296,335,428,480,CS100009,커피음료,3,3,137,66,71,0,8,13,27,39,50,80482,43806,36676,2410,26864,17623,13985,11784,7815,성동구
광나루로12길,117,201803,CS100009,커피음료,22,0,0,0,0,0,15095237.5,6238088.5,8857149,647640.5,9090377.5,3237699,1102980.5,913663,102877,2,181,92,89,24,43,27,24,27,36,CS100009,커피음료,1,2,28,18,10,0,0,7,8,10,3,37485,19547,17938,2158,19307,6399,4940,3192,1488,광진구
광나루로56길,119,201803,CS100009,커피음료,32,100,100,100,100,0,21130333,9424960,7710798,83851,3593483,5141729,4631728,2734205,950762,1,392,202,190,84,68,42,70,84,44,CS100009,커피음료,0,1,141,51,90,0,8,19,27,19,68,1610,717,893,164,296,220,408,295,228,광진구
광성로4길,120,201803,CS100009,커피음료,35,0,0,0,0,0,7605051,3136869,3408081,0,3544949,1600000,668182,731818,0,1,261,139,122,33,65,34,44,31,54,CS100009,커피음료,3,3,58,34,24,0,11,9,16,13,9,12032,6681,5350,1482,6161,1476,1289,993,630,마포구
광운로2길,121,201803,CS100009,커피음료,11,0,0,0,0,0,4755422,2055869,2699553,613089,1698540,994894,1112373,305933,30593,1,298,166,132,32,82,35,41,38,70,CS100009,커피음료,1,1,9,7,2,0,0,1,4,2,2,17262,11439,5824,2948,7652,2071,1321,1703,1567,노원구
광운로3길,122,201803,CS100009,커피음료,90,100,100,100,100,100,11015253.33,5941811.667,5073441.667,556845,7306598,801136.6667,1365669,934250.6667,50754,3,327,187,140,41,101,49,33,45,58,CS100009,커피음료,3,6,41,33,8,2,5,12,11,8,3,112173,75135,37038,31838,51603,9291,8283,6802,4356,노원구
광평로19길,124,201803,CS100009,커피음료,33,0,0,0,0,0,6482609,2042754,3707971,0,485507,1741304,2093478,595652,834783,1,877,412,465,153,120,154,155,128,167,CS100009,커피음료,1,1,270,156,114,0,34,69,69,52,46,1316,599,717,95,163,266,266,248,277,강남구
광평로19길,124,201803,CS100009,커피음료,33,0,0,0,0,0,6482609,2042754,3707971,0,485507,1741304,2093478,595652,834783,1,877,412,465,153,120,154,155,128,167,CS100009,커피음료,1,1,270,156,114,0,34,69,69,52,46,1316,599,717,95,163,266,266,248,277,강남구
구로동로28길,127,201803,CS100009,커피음료,72,100,100,100,100,100,10521987,3607331,5234289,11312,2546048,2225158,1441922,1712086,905095,1,2631,1349,1282,268,271,302,444,512,834,CS100009,커피음료,1,1,99,36,63,2,21,23,27,20,6,74822,37817,37005,631,14246,14139,14509,16564,14734,구로구
구로동로28길,127,201803,CS100009,커피음료,72,100,100,100,100,100,10521987,3607331,5234289,11312,2546048,2225158,1441922,1712086,905095,1,2631,1349,1282,268,271,302,444,512,834,CS100009,커피음료,1,1,99,36,63,2,21,23,27,20,6,74822,37817,37005,631,14246,14139,14509,16564,14734,구로구
구로동로29길,128,201803,CS100009,커피음료,19,0,0,0,0,0,2709220,2709220,0,0,0,0,0,2709220,0,1,1642,823,819,122,158,195,269,359,539,CS100009,커피음료,1,1,276,98,178,3,68,84,58,43,20,69471,35172,34299,227,11247,13758,13928,16885,13426,구로구
구로동로35길,129,201803,CS100009,커피음료,144,0,0,0,0,0,5501032,4048297,1130953,0,386905,0,371287,3454975,966084,1,717,374,343,63,81,126,115,137,195,CS100009,커피음료,2,2,124,69,55,0,17,23,31,37,16,29758,16178,13580,402,5497,6342,6121,6472,4926,구로구
구로동로42길,131,201803,CS100009,커피음료,10,0,0,0,0,0,4206061,1254545,1036364,45455,154545,1815152,127273,148485,0,1,985,481,504,140,126,128,177,172,242,CS100009,커피음료,0,1,90,44,46,0,10,16,29,19,16,25851,13117,12734,843,4743,5498,5738,5161,3869,구로구
구로중앙로19길,132,201803,CS100009,커피음료,28,0,0,0,0,0,15834644.83,5505676.167,6959872.167,163744,3808154.167,4089432.167,2338123,1787996.667,278099,6,491,243,248,61,66,61,72,90,141,CS100009,커피음료,6,7,638,380,258,4,140,236,164,64,30,31531,18653,12879,11,6080,7144,7963,6734,3599,구로구
구로중앙로28길,133,201803,CS100009,커피음료,170,100,33.33,0,0,0,4064474.143,1324835.571,1948653.714,75428.57143,676114.1429,1053016.571,804615.5714,508839.8571,155475.2857,7,3342,1687,1655,392,510,568,568,583,721,CS100009,커피음료,6,7,824,554,270,0,59,99,168,305,193,80568,41722,38847,2456,16000,16757,14650,17114,13592,구로구
구로중앙로7길,134,201803,CS100009,커피음료,18,0,0,0,0,0,25536600,10323237,13193021,732627,4918953,8212269,6372801,2370817,908791,1,1051,523,528,146,101,150,167,180,307,CS100009,커피음료,0,1,52,17,35,0,2,10,17,15,8,20983,11220,9764,700,3724,4231,4143,4542,3644,구로구
구로중앙로8길,135,201803,CS100009,커피음료,18,0,0,0,0,0,12606931,3812968,5745282,41150.5,2793506,3456894,1792946.5,1106041,367713,2,1537,754,783,192,167,171,259,294,454,CS100009,커피음료,2,3,243,103,140,1,17,55,79,54,37,50208,25831,24377,1071,9048,9697,9966,11595,8832,구로구
구일로10길,137,201803,CS100009,커피음료,84.5,0,0,0,0,0,7940421,3590050.667,3332839.667,57037,1401481.333,2024444.333,2314988.667,970864.3333,154074,3,1392,704,688,251,166,377,260,181,157,CS100009,커피음료,4,4,218,135,83,0,30,53,68,42,25,12577,6378,6199,2042,2307,2905,2341,1886,1097,구로구
국제금융로7길,139,201803,CS100009,커피음료,153,0,0,0,0,0,12146449,3444617.5,3411337.5,263013.5,1051079,1866146.5,2034748.5,1383954,257014.5,2,1441,682,759,274,176,211,227,192,361,CS100009,커피음료,4,5,73,32,41,6,3,16,20,13,15,10890,5400,5490,2947,1364,1941,1826,1481,1331,영등포구
국회단지길,140,201803,CS100009,커피음료,79,0,0,0,0,0,5854452.667,1625314.667,3527605.333,38864,1050740.667,1617596.667,2030857,320418,94444.33333,3,3714,1828,1886,522,539,648,593,582,830,CS100009,커피음료,3,3,86,53,33,0,13,26,20,14,13,94928,49079,45849,4833,22105,19394,16854,16800,14942,관악구
국회단지길,140,201803,CS100009,커피음료,79,0,0,0,0,0,5854452.667,1625314.667,3527605.333,38864,1050740.667,1617596.667,2030857,320418,94444.33333,3,3714,1828,1886,522,539,648,593,582,830,CS100009,커피음료,3,3,86,53,33,0,13,26,20,14,13,94928,49079,45849,4833,22105,19394,16854,16800,14942,관악구
금낭화로23길,144,201803,CS100009,커피음료,23,0,0,0,0,0,2503521,887324,1616197,21127,352113,890844,714789,383803,140845,1,834,414,420,92,101,112,91,182,256,CS100009,커피음료,1,1,41,13,28,0,5,7,12,11,6,3442,1708,1734,248,610,735,666,609,574,강서구
금하로24길,149,201803,CS100009,커피음료,92,100,0,0,0,0,7169060.6,2812196.2,3803203.6,122693.8,2080955,1640267,1199641.2,1036633.6,535209.6,5,3237,1613,1624,439,457,396,493,641,811,CS100009,커피음료,5,6,103,28,75,0,26,16,27,27,7,18644,8799,9845,3382,3080,3113,3272,3222,2575,금천구
금호로1길,151,201803,CS100009,커피음료,27,0,0,0,0,0,3887218,1936090,1740602,266917,1056391,1330827,781955,240602,0,1,454,219,235,60,61,38,65,84,146,CS100009,커피음료,1,1,33,14,19,2,3,6,11,7,4,18421,8907,9514,1089,2648,4043,3415,3486,3740,성동구
금호산2길,152,201803,CS100009,커피음료,222.5,100,100,100,100,100,3164370.5,1399260.125,1597098.75,46621.625,802713.5,733479.75,527741.125,577014.875,308788.25,8,2570,1258,1312,286,344,371,381,430,758,CS100009,커피음료,7,8,74,29,45,0,15,15,16,18,10,70243,34693,35551,3823,12040,14245,12574,13657,13904,성동구
길음로13길,153,201803,CS100009,커피음료,23,0,0,0,0,0,9089468,3436321,4949432.5,78404.5,493442.5,2822362,3953043.5,770536.5,267965,2,1010,473,537,274,87,149,233,101,166,CS100009,커피음료,2,2,11,4,7,0,0,1,7,1,2,14569,5988,8581,2194,1669,3287,3768,1535,2115,성북구
길음로7길,154,201803,CS100009,커피음료,127,0,0,0,0,0,3714393.5,1378608,2011676.25,109018.25,1022730,788515.25,853960.75,471700.5,144359.5,4,227,113,114,14,19,24,32,36,102,CS100009,커피음료,2,2,113,39,74,0,20,23,36,24,10,34234,15429,18805,3223,6896,6556,5906,5456,6197,성북구
까치산로10길,155,201803,CS100009,커피음료,128,0,0,0,0,0,2321053,833895,1487158,84884,166371,942546,591468,376883,158901,1,2345,1117,1228,449,335,464,385,312,400,CS100009,커피음료,1,1,40,17,23,1,3,4,13,9,10,17149,7212,9937,1762,2914,4669,3543,2316,1944,강서구
낙성대역10길,159,201803,CS100009,커피음료,11,0,0,0,0,0,4558993,1341727,2184173,0,1448201,1255396,707194,115108,0,1,1914,1026,888,210,459,489,268,216,272,CS100009,커피음료,1,1,22,11,11,0,2,1,9,9,1,30859,14855,16005,1407,12467,6958,3896,2659,3473,관악구
낙성대역3길,160,201803,CS100009,커피음료,44,0,0,0,0,0,9376730,1585402,951267,32374,1100668,612721,565279,150515,75112,1,1678,805,873,192,449,355,232,170,280,CS100009,커피음료,2,2,50,15,35,0,5,7,9,16,13,68119,34212,33907,5505,29479,14011,7622,6500,5002,관악구
난계로29길,161,201803,CS100009,커피음료,264,75,75,25,25,0,7511075.3,2877432.4,3098577.2,40018.9,1675484.9,1930607.5,1053888.8,827494.1,448515.8,10,1043,615,428,35,316,218,124,140,210,CS100009,커피음료,5,8,1218,718,500,9,144,289,327,252,197,150506,84383,66123,7262,32784,25656,24250,30537,30017,종로구
난계로30길,162,201803,CS100009,커피음료,17,0,0,0,0,0,16083063,1994048,1489138,179167,626215,1595479,909312,143876,29139,1,113,66,47,19,18,15,16,18,27,CS100009,커피음료,1,1,4862,2191,2671,6,427,1393,2057,933,46,15078,8012,7066,786,3671,3158,2600,2340,2523,동대문구
난곡로26길,166,201803,CS100009,커피음료,10,0,0,0,0,0,4431724,2097241,2334483,85517,1632414,1955172,366897,161379,230345,1,2692,1356,1336,342,445,346,414,486,659,CS100009,커피음료,1,1,44,14,30,0,1,7,22,12,2,20805,12102,8703,2910,6021,3008,3663,3089,2115,관악구
난곡로26길,166,201803,CS100009,커피음료,10,0,0,0,0,0,4431724,2097241,2334483,85517,1632414,1955172,366897,161379,230345,1,2692,1356,1336,342,445,346,414,486,659,CS100009,커피음료,1,1,44,14,30,0,1,7,22,12,2,20805,12102,8703,2910,6021,3008,3663,3089,2115,관악구
난곡로30길,167,201803,CS100009,커피음료,10,0,0,0,0,0,4431724,2097241,2334483,85517,1632414,1955172,366897,161379,230345,1,2195,1116,1079,243,342,310,331,423,546,CS100009,커피음료,2,2,211,122,89,0,16,42,64,75,14,22052,11550,10502,1986,5394,4335,3586,4400,2351,관악구
난곡로34길,168,201803,CS100009,커피음료,17,0,0,0,0,0,10344635.67,4067591,6277044.667,362850.3333,3841661.333,2242090.667,2165823,1337489,394721.3333,3,2843,1457,1386,385,482,406,466,501,603,CS100009,커피음료,2,3,94,22,72,0,20,22,22,16,14,68699,36038,32661,8153,14351,11733,11201,13599,9662,관악구
난곡로35길,169,201803,CS100009,커피음료,116,100,100,100,100,100,17457254.5,8596478.5,7738008,80751,2330174.5,4485747.5,4538632,3463422,1435759.5,2,3180,1594,1586,435,490,508,477,536,734,CS100009,커피음료,1,1,68,34,34,0,8,9,30,19,2,69212,36012,33200,7203,15069,12597,11354,13834,9155,관악구
난곡로63길,171,201803,CS100009,커피음료,96,100,100,100,100,0,22351565.67,9188783,10718941.67,226668.3333,5675865,6612193,3645098.333,2681817.667,1066082.667,3,1069,538,531,118,227,219,159,164,182,CS100009,커피음료,2,3,264,143,121,2,31,50,60,65,56,24463,12514,11949,1134,6573,4527,3762,4931,3537,관악구
난곡로66길,172,201803,CS100009,커피음료,49,0,0,0,0,0,6493815,3051046,3442769,182414.5,2330209.5,1223047.5,1261619,1017289,479235.5,2,462,228,234,47,120,94,76,52,73,CS100009,커피음료,1,2,90,32,58,0,14,16,19,21,20,60525,31972,28553,3469,19594,11750,8887,9455,7370,관악구
난곡로78길,174,201803,CS100009,커피음료,9,0,0,0,0,0,17551067,5560965,10700880,260000,8274204,5216390,1777938,682131,51183,1,4346,2182,2164,522,926,782,633,612,871,CS100009,커피음료,0,1,88,44,44,0,10,23,19,26,10,65030,33475,31555,1271,21434,15404,10768,8953,7201,관악구
난우길,176,201803,CS100009,커피음료,301.5,0,0,0,0,0,15696177.67,6566238.167,9129939.5,530379.6667,3222072.5,4736550,3934864.5,2312011.5,960299.5,6,2100,1041,1059,351,283,311,378,326,451,CS100009,커피음료,4,6,384,165,219,1,69,79,91,80,64,90434,45986,44448,10958,17276,15150,16110,17511,13429,관악구
난우길,176,201803,CS100009,커피음료,301.5,0,0,0,0,0,15696177.67,6566238.167,9129939.5,530379.6667,3222072.5,4736550,3934864.5,2312011.5,960299.5,6,2100,1041,1059,351,283,311,378,326,451,CS100009,커피음료,4,6,384,165,219,1,69,79,91,80,64,90434,45986,44448,10958,17276,15150,16110,17511,13429,관악구
